Count,date,avgTmax,avgTmin,totPrecip
21.0,2009-10-11,55.94117647058823,38.84533016061868,0.3085210577864838
0.0,2009-10-18,68.39495798319328,34.81295147446248,0.22037218413320275
0.0,2009-11-01,55.94117647058823,49.714285714285715,0.3085210577864838
0.0,2009-11-08,74.98319327731092,44.285714285714285,0.3085210577864838
0.0,2009-11-22,61.94957983193277,63.692190022945525,0.3085210577864838
0.0,2009-11-29,67.68067226890756,55.549332880088386,0.3085210577864838
0.0,2009-12-06,63.0,22.142857142857142,0.3085210577864838
0.0,2009-12-13,62.285714285714285,29.69219002294553,0.2644466209598433
0.0,2009-12-20,55.94117647058823,38.84533016061868,0.0
0.0,2009-12-27,32.857142857142854,29.318092971870488,0.04407443682664055
0.0,2010-01-03,59.411764705882355,39.03237868615621,0.0881488736532811
0.0,2010-01-10,55.94117647058823,38.84533016061868,0.0
0.0,2010-01-17,35.84033613445378,30.603807257584773,1.0440744368266406
0.0,2010-01-24,14.714285714285714,27.746664400441915,0.04407443682664055
0.0,2010-02-07,45.99159663865546,23.24152290303391,1.1762977473065621
0.0,2010-02-21,35.134453781512605,34.86742585195887,0.04407443682664055
0.0,2010-02-28,68.96638655462185,36.714285714285715,0.3085210577864838
2.0,2010-12-19,53.3781512605042,38.84533016061868,0.0
13.0,2010-12-26,35.97478991596638,34.43885442338744,0.04407443682664055
28.0,2011-01-02,30.6890756302521,38.84533016061868,0.0
13.0,2011-01-09,58.84033613445378,41.0323786861562,0.13222331047992164
17.0,2011-01-16,61.84033613445378,39.790855783122296,0.22037218413320275
6.0,2011-01-23,40.99159663865546,27.48304580606782,0.0881488736532811
10.0,2011-01-30,25.84873949579832,34.581711566244586,0.04407443682664055
7.0,2011-02-06,51.983193277310924,37.62590294892497,0.13222331047992164
12.0,2011-02-13,69.40336134453781,37.38438004589106,0.22037218413320275
2.0,2011-02-20,45.42016806722689,22.098665760176768,0.22037218413320275
4.0,2011-02-27,43.99159663865546,27.197331520353533,1.0440744368266406
1.0,2011-03-06,72.5546218487395,24.340188663210675,0.13222331047992164
1.0,2011-03-13,73.83193277310923,38.38438004589106,0.22037218413320275
3.0,2011-03-20,70.6890756302521,41.42857142857143,0.3085210577864838
3.0,2011-03-27,55.94117647058823,48.57142857142857,0.3085210577864838
0.0,2011-04-03,55.94117647058823,52.24152290303391,0.3085210577864838
0.0,2011-04-10,55.94117647058823,52.527237188748195,0.3085210577864838
0.0,2011-04-17,55.94117647058823,42.83504716580267,0.3085210577864838
0.0,2011-04-24,55.94117647058823,43.43885442338745,0.3085210577864838
0.0,2011-05-01,55.94117647058823,38.84533016061868,0.3085210577864838
0.0,2011-05-08,55.94117647058823,49.81295147446248,0.3085210577864838
0.0,2011-10-09,61.66386554621848,52.21942721169372,0.3085210577864838
0.0,2011-10-16,55.94117647058823,37.07657006883658,0.3085210577864838
0.0,2011-10-23,68.10924369747899,35.81295147446248,0.22037218413320275
0.0,2011-10-30,55.94117647058823,43.67009433160534,0.3085210577864838
0.0,2011-11-06,55.94117647058823,44.581711566244586,0.3085210577864838
0.0,2011-11-13,72.70588235294117,35.42857142857143,0.3085210577864838
0.0,2011-11-20,53.69747899159664,40.48304580606782,0.13222331047992164
0.0,2011-11-27,61.26050420168067,35.67009433160534,0.22037218413320275
0.0,2011-12-04,74.5546218487395,24.549332880088382,0.2644466209598433
0.0,2011-12-11,65.57142857142857,23.670094331605338,0.1762977473065622
0.0,2011-12-18,58.714285714285715,19.40647573723124,0.22037218413320275
0.0,2011-12-25,49.857142857142854,28.812951474462484,0.22037218413320275
0.0,2012-01-01,61.27731092436975,24.40647573723124,0.2644466209598433
1.0,2012-01-08,65.84873949579831,17.571428571428573,0.3085210577864838
0.0,2012-01-15,58.285714285714285,41.64799864026515,0.1762977473065622
0.0,2012-01-22,55.857142857142854,27.505141497408005,0.1762977473065622
0.0,2012-01-29,34.57142857142857,17.527237188748195,0.22037218413320275
2.0,2012-02-05,55.94117647058823,38.84533016061868,0.0
1.0,2012-02-12,55.94117647058823,38.84533016061868,0.0
0.0,2012-02-19,38.42857142857143,27.07657006883658,0.1762977473065622
2.0,2012-10-07,55.94117647058823,58.098665760176765,0.3085210577864838
0.0,2012-10-14,58.94957983193277,43.857142857142854,0.3085210577864838
0.0,2012-10-28,60.680672268907564,50.21942721169372,0.22037218413320275
5.0,2012-11-04,62.983193277310924,36.83504716580267,0.2644466209598433
5.0,2012-11-25,61.6890756302521,29.428571428571427,0.3085210577864838
6.0,2012-12-02,48.0,30.64799864026515,0.1762977473065622
2.0,2012-12-09,32.411764705882355,27.889521543299058,0.04407443682664055
16.0,2012-12-16,47.27731092436975,38.05447437749639,0.13222331047992164
16.0,2012-12-23,52.983193277310924,27.549332880088382,0.3085210577864838
8.0,2012-12-30,71.26890756302521,51.714285714285715,0.3085210577864838
5.0,2013-01-06,70.57142857142857,36.0,1.2644466209598435
24.0,2013-01-13,39.411764705882355,25.64799864026515,0.1762977473065622
25.0,2013-01-20,55.94117647058823,38.84533016061868,0.0
45.0,2013-01-27,50.66386554621848,38.84533016061868,0.0
70.0,2013-02-03,51.99159663865546,21.571428571428573,0.22037218413320275
46.0,2013-02-10,35.705882352941174,34.43885442338744,0.04407443682664055
13.0,2013-02-17,37.97478991596638,38.84533016061868,0.0
5.0,2013-02-24,49.680672268907564,38.84533016061868,0.0
24.0,2013-03-03,27.428571428571427,33.153140137673155,0.0
4.0,2013-03-10,57.52100840336134,47.50514149740801,0.1762977473065622
9.0,2013-03-17,39.26890756302521,34.581711566244586,0.04407443682664055
0.0,2013-03-24,54.857142857142854,30.746664400441915,0.0881488736532811
0.0,2013-03-31,28.714285714285715,38.84533016061868,0.0
8.0,2013-04-07,64.0,34.010282994816016,0.04407443682664055
11.0,2013-04-14,68.10924369747899,42.549332880088386,0.2644466209598433
0.0,2013-04-21,55.94117647058823,47.91161723463925,0.3085210577864838
1.0,2013-04-28,60.81512605042017,49.2636185943741,0.3085210577864838
0.0,2013-05-05,55.94117647058823,59.40647573723124,0.3085210577864838
2.0,2013-05-12,55.94117647058823,44.318092971870485,0.3085210577864838
3.0,2013-05-19,55.94117647058823,53.48304580606782,0.3085210577864838
0.0,2013-05-26,67.81512605042016,43.285714285714285,0.3085210577864838
0.0,2013-06-02,55.94117647058823,63.692190022945525,0.3085210577864838
0.0,2013-06-09,55.94117647058823,48.31809297187049,0.3085210577864838
0.0,2013-06-16,55.94117647058823,38.84533016061868,0.3085210577864838
0.0,2013-06-23,55.94117647058823,38.84533016061868,0.3085210577864838
1.0,2013-06-30,55.94117647058823,44.581711566244586,0.3085210577864838
0.0,2013-07-07,55.94117647058823,38.84533016061868,0.3085210577864838
0.0,2013-07-14,55.94117647058823,38.84533016061868,0.3085210577864838
1.0,2013-07-21,55.94117647058823,38.84533016061868,0.3085210577864838
0.0,2013-07-28,55.94117647058823,38.84533016061868,0.3085210577864838
0.0,2013-08-04,55.94117647058823,38.84533016061868,0.3085210577864838
0.0,2013-08-11,55.94117647058823,38.84533016061868,0.3085210577864838
0.0,2013-08-18,55.94117647058823,38.84533016061868,0.3085210577864838
0.0,2013-08-25,55.94117647058823,38.84533016061868,0.3085210577864838
0.0,2013-09-01,55.94117647058823,38.84533016061868,0.3085210577864838
0.0,2013-09-08,55.94117647058823,38.84533016061868,0.3085210577864838
0.0,2013-09-15,55.94117647058823,49.31809297187049,0.3085210577864838
0.0,2013-09-22,55.94117647058823,59.955808617319626,0.3085210577864838
0.0,2013-09-29,55.94117647058823,38.84533016061868,0.3085210577864838
0.0,2013-10-06,55.94117647058823,58.098665760176765,0.3085210577864838
0.0,2013-10-13,68.82352941176471,42.67009433160534,0.3085210577864838
0.0,2013-10-20,55.94117647058823,55.50514149740801,0.3085210577864838
0.0,2013-10-27,55.94117647058823,38.84533016061868,0.3085210577864838
1.0,2013-11-03,63.81512605042017,46.97790430865981,0.3085210577864838
0.0,2013-11-10,65.82352941176471,35.955808617319626,0.3085210577864838
0.0,2013-11-17,54.42857142857143,23.098665760176768,0.22037218413320275
0.0,2013-11-24,43.857142857142854,28.384380045891053,0.22037218413320275
0.0,2013-12-01,48.857142857142854,26.911617234639245,0.13222331047992164
0.0,2013-12-08,41.142857142857146,33.175235829013346,1.0440744368266406
0.0,2013-12-15,46.42857142857143,18.362284354550862,0.0881488736532811
0.0,2013-12-22,65.85714285714286,24.955808617319626,0.22037218413320275
0.0,2013-12-29,74.4201680672269,32.57142857142857,0.3085210577864838
1.0,2014-01-05,60.563025210084035,27.714285714285715,0.3085210577864838
1.0,2014-01-12,57.26050420168067,32.38438004589106,0.2644466209598433
3.0,2014-01-19,60.714285714285715,19.69219002294553,0.22037218413320275
2.0,2014-01-26,39.142857142857146,34.74666440044192,0.0881488736532811
8.0,2014-02-02,43.57142857142857,18.362284354550862,0.0881488736532811
4.0,2014-02-09,63.714285714285715,19.263618594374098,0.2644466209598433
9.0,2014-02-16,67.85714285714286,16.0,0.2644466209598433
2.0,2014-02-23,71.71428571428571,25.263618594374098,0.2644466209598433
3.0,2014-03-02,69.1344537815126,17.142857142857142,1.2644466209598433
4.0,2014-03-09,69.96638655462185,18.977904308659813,0.22037218413320275
0.0,2014-03-16,59.52100840336134,62.0,0.3085210577864838
1.0,2014-03-23,68.53781512605042,47.40647573723124,0.2644466209598433
3.0,2014-03-30,70.10924369747899,37.38438004589106,0.22037218413320275
1.0,2014-04-06,55.94117647058823,47.88952154329906,0.3085210577864838
2.0,2014-04-13,55.94117647058823,48.120761451516955,0.3085210577864838
1.0,2014-04-20,55.94117647058823,31.977904308659813,0.3085210577864838
0.0,2014-04-27,55.94117647058823,59.07657006883658,0.3085210577864838
0.0,2014-05-04,55.94117647058823,56.955808617319626,0.3085210577864838
1.0,2014-05-11,55.94117647058823,65.12076145151696,0.3085210577864838
0.0,2014-05-18,55.94117647058823,44.24152290303391,0.3085210577864838
0.0,2014-05-25,55.94117647058823,43.010282994816016,0.3085210577864838
0.0,2014-06-01,55.94117647058823,55.05447437749639,0.3085210577864838
0.0,2014-06-08,55.94117647058823,42.58171156624458,0.3085210577864838
0.0,2014-06-15,55.94117647058823,38.84533016061868,0.3085210577864838
0.0,2014-06-22,55.94117647058823,38.84533016061868,0.3085210577864838
0.0,2014-06-29,55.94117647058823,38.84533016061868,0.3085210577864838
0.0,2014-07-06,55.94117647058823,38.84533016061868,0.3085210577864838
0.0,2014-07-13,55.94117647058823,38.84533016061868,0.3085210577864838
0.0,2014-07-20,55.94117647058823,38.84533016061868,0.3085210577864838
0.0,2014-07-27,55.94117647058823,38.84533016061868,0.3085210577864838
0.0,2014-08-03,55.94117647058823,38.84533016061868,0.3085210577864838
0.0,2014-08-10,55.94117647058823,38.84533016061868,0.3085210577864838
0.0,2014-08-17,55.94117647058823,38.84533016061868,0.3085210577864838
0.0,2014-08-24,55.94117647058823,55.933712925979435,0.3085210577864838
0.0,2014-08-31,55.94117647058823,38.84533016061868,0.3085210577864838
0.0,2014-09-07,55.94117647058823,38.84533016061868,0.3085210577864838
0.0,2014-09-14,55.94117647058823,38.84533016061868,0.3085210577864838
0.0,2014-09-21,55.94117647058823,38.84533016061868,0.3085210577864838
1.0,2014-09-28,55.94117647058823,48.62590294892497,0.3085210577864838
0.0,2014-10-05,55.94117647058823,38.84533016061868,0.3085210577864838
0.0,2014-10-12,55.94117647058823,42.86742585195888,0.3085210577864838
1.0,2014-10-19,55.94117647058823,38.84533016061868,0.3085210577864838
2.0,2014-10-26,66.81512605042016,56.120761451516955,0.3085210577864838
0.0,2014-11-02,58.94957983193277,47.48304580606782,0.3085210577864838
0.0,2014-11-09,69.26050420168067,41.83504716580267,0.3085210577864838
0.0,2014-11-16,76.11764705882352,53.42857142857143,0.3085210577864838
0.0,2014-11-23,72.69747899159664,42.142857142857146,0.3085210577864838
0.0,2014-11-30,59.42857142857143,30.0,1.2644466209598433
0.0,2014-12-07,25.142857142857142,21.076570068836578,0.13222331047992164
1.0,2014-12-14,52.714285714285715,18.285714285714285,0.22037218413320275
1.0,2014-12-21,63.99159663865546,27.24152290303391,0.2644466209598433
2.0,2014-12-28,50.134453781512605,31.098665760176768,0.22037218413320275
4.0,2015-01-04,38.42016806722689,33.2959972805303,0.0
4.0,2015-01-11,45.11764705882353,32.076570068836574,0.1762977473065622
6.0,2015-01-18,54.27731092436975,32.24152290303391,0.22037218413320275
2.0,2015-01-25,14.848739495798318,38.84533016061868,0.0
2.0,2015-02-01,22.142857142857142,29.175235829013342,0.04407443682664055
3.0,2015-02-08,24.134453781512605,33.581711566244586,0.04407443682664055
6.0,2015-02-15,44.57142857142857,29.483045806067818,0.13222331047992164
7.0,2015-02-22,43.84873949579832,33.581711566244586,0.04407443682664055
2.0,2015-03-01,59.142857142857146,24.93371292597944,0.1762977473065622
1.0,2015-03-08,77.99159663865547,16.241522903033907,1.1322233104799218
3.0,2015-03-15,65.68067226890756,21.120761451516955,0.2644466209598433
1.0,2015-03-22,64.96638655462185,34.0,0.3085210577864838
0.0,2015-03-29,73.68907563025209,33.40647573723124,0.2644466209598433
2.0,2015-04-05,68.98319327731092,24.384380045891053,0.1762977473065622
3.0,2015-04-12,62.09243697478991,43.098665760176765,0.2644466209598433
3.0,2015-04-19,55.94117647058823,50.527237188748195,0.3085210577864838
2.0,2015-04-26,55.94117647058823,51.07657006883658,0.3085210577864838
0.0,2015-05-03,62.23529411764706,42.692190022945525,0.3085210577864838
1.0,2015-05-10,55.94117647058823,52.340188663210675,0.3085210577864838
1.0,2015-05-17,55.94117647058823,54.362284354550866,0.3085210577864838
0.0,2015-05-31,55.94117647058823,64.54933288008839,0.3085210577864838
0.0,2015-06-07,55.94117647058823,38.84533016061868,0.3085210577864838
0.0,2015-06-14,55.94117647058823,38.84533016061868,0.3085210577864838
0.0,2015-06-21,55.94117647058823,48.74666440044192,0.3085210577864838
0.0,2015-06-28,55.94117647058823,52.48304580606782,0.3085210577864838
0.0,2015-07-05,55.94117647058823,38.84533016061868,0.3085210577864838
0.0,2015-07-12,55.94117647058823,38.84533016061868,0.3085210577864838
0.0,2015-07-19,55.94117647058823,38.84533016061868,0.3085210577864838
0.0,2015-07-26,55.94117647058823,38.84533016061868,0.3085210577864838
0.0,2015-08-02,55.94117647058823,43.86742585195886,0.3085210577864838
0.0,2015-08-16,55.94117647058823,38.84533016061868,0.3085210577864838
0.0,2015-08-23,55.94117647058823,38.84533016061868,0.3085210577864838
0.0,2015-08-30,55.94117647058823,38.84533016061868,0.3085210577864838
0.0,2015-09-06,55.94117647058823,48.31809297187049,0.3085210577864838
0.0,2015-09-13,55.94117647058823,44.2959972805303,0.3085210577864838
0.0,2015-09-20,55.94117647058823,38.84533016061868,0.3085210577864838
0.0,2015-09-27,55.94117647058823,53.340188663210675,0.3085210577864838
0.0,2015-10-04,55.94117647058823,60.67009433160534,0.3085210577864838
0.0,2015-10-11,55.94117647058823,45.74666440044191,0.3085210577864838
0.0,2015-10-18,60.134453781512605,23.714285714285715,0.3085210577864838
0.0,2015-10-25,60.3781512605042,53.362284354550866,0.3085210577864838
0.0,2015-11-01,66.24369747899159,51.714285714285715,0.3085210577864838
0.0,2015-11-08,58.38655462184874,32.340188663210675,0.3085210577864838
0.0,2015-11-15,60.66386554621848,52.64799864026515,0.3085210577864838
0.0,2015-11-29,49.0,32.46095011472763,0.04407443682664055
2.0,2015-12-06,85.0,37.40647573723124,0.3085210577864838
2.0,2015-12-13,70.84873949579831,42.2636185943741,0.22037218413320275
1.0,2015-12-20,61.81512605042017,48.81295147446248,0.3085210577864838
3.0,2015-12-27,68.24369747899159,61.285714285714285,0.3085210577864838
26.0,2016-01-03,67.85714285714286,22.571428571428573,0.3085210577864838
24.0,2016-01-10,57.57142857142857,16.714285714285715,1.1762977473065621
24.0,2016-01-17,35.563025210084035,29.625902948924963,1.0881488736532812
15.0,2016-01-24,45.96638655462185,34.581711566244586,0.04407443682664055
47.0,2016-01-31,68.6890756302521,32.0,0.2644466209598433
62.0,2016-02-07,71.5546218487395,29.263618594374098,0.3085210577864838
44.0,2016-02-14,57.42857142857143,22.384380045891053,0.22037218413320275
57.0,2016-02-21,33.84033613445378,35.2959972805303,0.0881488736532811
41.0,2016-02-28,54.42857142857143,40.2959972805303,0.04407443682664055
36.0,2016-03-06,45.285714285714285,28.46095011472763,0.0881488736532811
19.0,2016-03-13,67.57142857142857,28.46095011472763,1.0440744368266406
21.0,2016-03-20,63.12605042016806,13.692190022945526,0.2644466209598433
28.0,2016-03-27,66.10924369747899,37.42857142857143,0.3085210577864838
18.0,2016-04-03,64.82352941176471,37.120761451516955,0.3085210577864838
12.0,2016-04-10,62.23529411764706,31.83504716580267,1.2644466209598433
13.0,2016-04-17,55.94117647058823,48.692190022945525,0.3085210577864838
9.0,2016-04-24,56.23529411764706,29.527237188748195,0.2644466209598433
0.0,2016-10-09,55.94117647058823,53.692190022945525,0.3085210577864838
2.0,2016-10-16,55.94117647058823,52.142857142857146,0.3085210577864838
1.0,2016-10-23,65.10084033613445,55.57142857142857,0.3085210577864838
0.0,2016-10-30,55.94117647058823,48.120761451516955,0.3085210577864838
1.0,2016-11-06,61.26050420168067,25.714285714285715,0.2644466209598433
0.0,2016-11-13,48.857142857142854,13.857142857142858,1.2644466209598435
2.0,2016-11-20,60.54621848739496,42.67009433160534,0.22037218413320275
1.0,2016-11-27,69.54621848739495,54.83504716580267,0.3085210577864838
5.0,2016-12-04,38.714285714285715,35.581711566244586,0.04407443682664055
3.0,2016-12-11,35.0,39.2959972805303,0.04407443682664055
1.0,2016-12-18,52.57142857142857,17.0,0.3085210577864838
17.0,2016-12-25,39.857142857142854,31.93371292597943,0.13222331047992164
38.0,2017-01-01,48.411764705882355,34.2959972805303,0.04407443682664055
41.0,2017-01-08,31.974789915966387,38.84533016061868,0.0
35.0,2017-01-15,27.285714285714285,31.889521543299058,0.0881488736532811
66.0,2017-01-22,31.974789915966387,38.84533016061868,0.0
52.0,2017-01-29,36.403361344537814,34.43885442338744,0.04407443682664055
33.0,2017-02-05,56.563025210084035,30.955808617319626,0.22037218413320275
18.0,2017-02-19,77.4201680672269,27.64799864026515,0.1762977473065622
9.0,2017-02-26,67.5546218487395,42.50514149740801,0.22037218413320275
10.0,2017-03-05,66.54621848739495,26.285714285714285,0.3085210577864838
3.0,2017-03-12,62.81512605042017,25.285714285714285,0.2644466209598433
1.0,2017-03-19,55.94117647058823,45.2636185943741,0.3085210577864838
2.0,2017-03-26,62.67226890756302,37.857142857142854,0.3085210577864838
